Condition	Block	Frequency	Timing File	Info	TaskObject#1	TaskObject#2	TaskObject#3
82	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',82	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0082.wav')
83	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.06,'n_beeps',8,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',83	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0083.wav')
84	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.35,'n_beeps',11,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',84	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0084.wav')
85	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.07,'n_beeps',15,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',85	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0085.wav')
86	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.35,'n_beeps',11,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',86	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0086.wav')
87	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',2.63,'n_beeps',7,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',87	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0087.wav')
88	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',9.94,'n_beeps',24,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',88	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0088.wav')
89	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',5.21,'n_beeps',13,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',89	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0089.wav')
90	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',2.63,'n_beeps',7,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',90	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0090.wav')
91	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',2.63,'n_beeps',7,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',91	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0091.wav')
92	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',5.21,'n_beeps',13,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',92	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0092.wav')
93	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.07,'n_beeps',15,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',93	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0093.wav')
94	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.35,'n_beeps',11,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',94	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0094.wav')
95	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',95	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0095.wav')
96	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.35,'n_beeps',11,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',96	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0096.wav')
97	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',2.63,'n_beeps',7,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',97	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0097.wav')
98	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.78,'n_beeps',12,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',98	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0098.wav')
99	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',99	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0099.wav')
100	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',100	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0100.wav')
101	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.93,'n_beeps',17,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',101	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0101.wav')
102	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.93,'n_beeps',17,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',102	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0102.wav')
103	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',5.64,'n_beeps',14,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',103	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0103.wav')
104	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.5,'n_beeps',16,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',104	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0104.wav')
105	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.35,'n_beeps',11,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',105	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0105.wav')
106	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.49,'n_beeps',9,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',106	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0106.wav')
107	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',107	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0107.wav')
108	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.93,'n_beeps',17,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',108	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0108.wav')
109	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',6.07,'n_beeps',15,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',109	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0109.wav')
110	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',110	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0110.wav')
111	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',9.08,'n_beeps',22,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',111	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0111.wav')
112	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',7.36,'n_beeps',18,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',112	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0112.wav')
113	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.35,'n_beeps',11,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',113	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0113.wav')
114	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',5.64,'n_beeps',14,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',114	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0114.wav')
115	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.06,'n_beeps',8,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',115	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0115.wav')
116	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',7.79,'n_beeps',19,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',116	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0116.wav')
117	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',3.92,'n_beeps',10,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',117	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0117.wav')
118	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',2.63,'n_beeps',7,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',118	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0118.wav')
119	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.78,'n_beeps',12,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',119	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0119.wav')
120	2	1	kikuchi_decisiontiming_v1.m	'block_name','medium','mean_dur',5.0,'predictability',1.0,'actual_seq_dur',4.78,'n_beeps',12,'isis_mean',0.38,'isis_std',0.0,'practice',0,'beep_wav_index',120	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0120.wav')
121	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',121	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0121.wav')
122	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',4.45,'n_beeps',9,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',122	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0122.wav')
123	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',8.85,'n_beeps',17,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',123	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0123.wav')
124	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.65,'n_beeps',13,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',124	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0124.wav')
125	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.0,'n_beeps',10,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',125	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0125.wav')
126	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',11.6,'n_beeps',22,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',126	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0126.wav')
127	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.65,'n_beeps',13,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',127	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0127.wav')
128	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',10.5,'n_beeps',20,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',128	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0128.wav')
129	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',129	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0129.wav')
130	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',9.95,'n_beeps',19,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',130	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0130.wav')
131	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',131	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0131.wav')
132	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.0,'n_beeps',10,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',132	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0132.wav')
133	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',9.95,'n_beeps',19,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',133	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0133.wav')
134	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',134	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0134.wav')
135	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.65,'n_beeps',13,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',135	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0135.wav')
136	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',136	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0136.wav')
137	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.65,'n_beeps',13,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',137	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0137.wav')
138	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',10.5,'n_beeps',20,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',138	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0138.wav')
139	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.55,'n_beeps',11,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',139	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0139.wav')
140	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',9.95,'n_beeps',19,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',140	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0140.wav')
141	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',10.5,'n_beeps',20,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',141	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0141.wav')
142	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',3.9,'n_beeps',8,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',142	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0142.wav')
143	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',11.6,'n_beeps',22,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',143	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0143.wav')
144	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',144	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0144.wav')
145	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.55,'n_beeps',11,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',145	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0145.wav')
146	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',9.4,'n_beeps',18,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',146	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0146.wav')
147	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',147	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0147.wav')
148	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',148	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0148.wav')
149	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',149	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0149.wav')
150	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',150	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0150.wav')
151	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.0,'n_beeps',10,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',151	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0151.wav')
152	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',8.3,'n_beeps',16,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',152	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0152.wav')
153	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',8.3,'n_beeps',16,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',153	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0153.wav')
154	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.55,'n_beeps',11,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',154	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0154.wav')
155	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',155	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0155.wav')
156	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',3.9,'n_beeps',8,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',156	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0156.wav')
157	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.65,'n_beeps',13,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',157	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0157.wav')
158	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',158	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0158.wav')
159	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.75,'n_beeps',15,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',159	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0159.wav')
160	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.0,'n_beeps',10,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',160	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0160.wav')
161	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',10.5,'n_beeps',20,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',161	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0161.wav')
162	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',9.95,'n_beeps',19,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',162	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0162.wav')
